Rxnorm	description
1809203	butorphanol tartrate 2 MG/ML [Torbugesic]
1809204	butorphanol tartrate 2 MG/ML Injectable Solution [Torbugesic]
1809679	oxymorphone Injection
1809681	oxymorphone Injection [Opana]
1809684	Opana 1 MG/ML Injection
1811472	pentazocine Injection
1811473	1 ML pentazocine 30 MG/ML Injection
1811474	pentazocine Injection [Talwin]
1811475	1 ML pentazocine 30 MG/ML Injection [Talwin]
1811476	pentazocine 30 MG/ML Injection
1811477	pentazocine 30 MG/ML Injection [Talwin]
1812164	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartr
1812459	acetaminophen / dextromethorphan / guaifenesin / phenylephrine Oral Powder Product
1812460	acetaminophen / dextromethorphan / guaifenesin / phenylephrine Powder for Oral Solution
1812461	acetaminophen 650 MG / dextromethorphan HBr 20 MG / guaiFENesin 400 MG / phenylephrine HCl 10 MG Powder for Oral Solution
1855384	morphine sulfate 15 MG/ML Prefilled Syringe
1855729	naloxone hydrochloride 5 MG/ML
1855730	0.4 ML naloxone hydrochloride 5 MG/ML Auto-Injector
1855731	naloxone hydrochloride 5 MG/ML [Evzio]
1855732	0.4 ML naloxone hydrochloride 5 MG/ML Auto-Injector [Evzio]
1855733	naloxone hydrochloride 5 MG/ML Auto-Injector
1855734	Evzio 5 MG/ML Auto-Injector
1860127	Abuse-Deterrent 12 HR oxycodone hydrochloride 60 MG Extended R
1860129	Abuse-Deterrent 12 HR oxycodone hydrochloride 20 MG Extended R
1860137	Abuse-Deterrent 12 HR oxycodone hydrochloride 40 MG Extended R
1860148	Abuse-Deterrent 12 HR oxycodone hydrochloride 80 MG Extended R
1860151	Abuse-Deterrent 12 HR oxycodone hydrochloride 30 MG Extended R
1860154	Abuse-Deterrent 12 HR oxycodone hydrochloride 15 MG Extended R
1860157	Abuse-Deterrent 12 HR oxycodone hydrochloride 10 MG Extended R
1860205	hydrocodone bitartrate 100 MG
1860207	hydrocodone bitartrate 100 MG [Hysingla]
1860209	hydrocodone bitartrate 120 MG
1860211	hydrocodone bitartrate 120 MG [Hysingla]
1860214	hydrocodone bitartrate 30 MG [Hysingla]
1860217	hydrocodone bitartrate 20 MG [Hysingla]
1860220	hydrocodone bitartrate 40 MG [Hysingla]
1860222	hydrocodone bitartrate 60 MG
1860224	hydrocodone bitartrate 60 MG [Hysingla]
1860226	hydrocodone bitartrate 80 MG
1860228	hydrocodone bitartrate 80 MG [Hysingla]
1860491	12 HR hydrocodone bitartrate 10 MG Extended Release Oral Capsu
1860492	12 HR hydrocodone bitartrate 10 MG Extended Release Oral Capsu
1860493	12 HR hydrocodone bitartrate 15 MG Extended Release Oral Capsu
1860494	12 HR hydrocodone bitartrate 15 MG Extended Release Oral Capsu
1860495	12 HR hydrocodone bitartrate 20 MG Extended Release Oral Capsu
1860496	12 HR hydrocodone bitartrate 20 MG Extended Release Oral Capsu
1860497	12 HR hydrocodone bitartrate 30 MG Extended Release Oral Capsu
1860498	12 HR hydrocodone bitartrate 30 MG Extended Release Oral Capsu
1860499	12 HR hydrocodone bitartrate 40 MG Extended Release Oral Capsu
1860500	12 HR hydrocodone bitartrate 40 MG Extended Release Oral Capsu
1860501	12 HR hydrocodone bitartrate 50 MG Extended Release Oral Capsu
1860502	12 HR hydrocodone bitartrate 50 MG Extended Release Oral Capsu
1861926	dextromethorphan HBr 15 MG / guaiFENesin 400 MG Oral Tablet
1864410	buprenorphine Prefilled Syringe
1864411	naloxone 0.18 MG
1864412	buprenorphine 0.7 MG / naloxone 0.18 MG Sublingual Tablet
1864413	buprenorphine 0.7 MG / naloxone 0.18 MG [Zubsolv]
1864414	buprenorphine 0.7 MG / naloxone 0.18 MG Sublingual Tablet [Zub
1866542	nalbuphine Injection
1866543	1 ML nalbuphine hydrochloride 10 MG/ML Injection
1866544	nalbuphine hydrochloride 10 MG/ML Injection
1866551	1 ML nalbuphine hydrochloride 20 MG/ML Injection
1866552	nalbuphine hydrochloride 20 MG/ML Injection
1869548	methadone hydrochloride 40 MG
1869549	methadone Tablet for Oral Suspension
1869551	methadone hydrochloride 40 MG [Methadose]
1869552	methadone Tablet for Oral Suspension [Methadose]
1870932	naloxone hydrochloride 20 MG/ML
1870933	naloxone HCl 2 MG in 0.1 ML Nasal Spray
1870934	naloxone hydrochloride 20 MG/ML [Narcan]
1870935	naloxone hydrochloride 20 MG/ML Nasal Spray [Narcan]
1871434	Abuse-Deterrent 12 HR morphine sulfate 15 MG Extended Release
1871436	morphine sulfate 15 MG [Arymo]
1871437	morphine Extended Release Oral Tablet [Arymo]
1871438	Arymo Oral Product
1871439	Arymo Pill
1871440	Abuse-Deterrent 12 HR morphine sulfate 15 MG Extended Release
1871441	Abuse-Deterrent 12 HR morphine sulfate 30 MG Extended Release
1871442	morphine sulfate 30 MG [Arymo]
1871443	Abuse-Deterrent 12 HR morphine sulfate 30 MG Extended Release
1871444	Abuse-Deterrent 12 HR morphine sulfate 60 MG Extended Release
1871445	morphine sulfate 60 MG [Arymo]
1871446	Abuse-Deterrent 12 HR morphine sulfate 60 MG Extended Release
1872234	Abuse-Deterrent 12 HR morphine sulfate 100 MG Extended Release Oral Tablet
1872264	hydromorphone Prefilled Syringe [Dilaudid]
1872265	1 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [Di
1872266	Dilaudid 1 MG/ML Prefilled Syringe
1872269	1 ML hydromorphone hydrochloride 2 MG/ML Prefilled Syringe [Di
1872270	Dilaudid 2 MG/ML Prefilled Syringe
1872271	1 ML hydromorphone hydrochloride 4 MG/ML Prefilled Syringe
1872272	1 ML hydromorphone hydrochloride 4 MG/ML Prefilled Syringe [Di
1872273	Dilaudid 4 MG/ML Prefilled Syringe
1872752	0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe [
1874729	guaifenesin 198 MG
1926925	triprolidine hydrochloride 1.25 MG/ML
1939352	triprolidine Chewable Product
1939353	triprolidine Chewable Tablet
1944529	Abuse-Deterrent oxycodone hydrochloride 15 MG Oral Tablet
1944531	oxycodone hydrochloride 15 MG [Roxybond]
1944532	oxycodone Oral Tablet [Roxybond]
1944533	Roxybond Oral Product
1944534	Roxybond Pill
1944535	Abuse-Deterrent oxycodone hydrochloride 15 MG Oral Tablet [Rox
1944538	Abuse-Deterrent oxycodone hydrochloride 30 MG Oral Tablet
1944539	oxycodone hydrochloride 30 MG [Roxybond]
1944540	Abuse-Deterrent oxycodone hydrochloride 30 MG Oral Tablet [Rox
1944541	Abuse-Deterrent oxycodone hydrochloride 5 MG Oral Tablet
1944542	oxycodone hydrochloride 5 MG [Roxybond]
1944543	Abuse-Deterrent oxycodone hydrochloride 5 MG Oral Tablet [Roxy
1946525	Matrix Delivery 24 HR tramadol hydrochloride 300 MG Extended R
1946527	Matrix Delivery 24 HR tramadol hydrochloride 200 MG Extended R
1946529	Matrix Delivery 24 HR tramadol hydrochloride 100 MG Extended R
1947135	butorphanol 10 MG/ML [Torphaject]
1947136	butorphanol Injectable Solution [Torphaject]
1947138	butorphanol 10 MG/ML Injectable Solution [Torphaject]
1990741	methadone hydrochloride 40 MG [Diskets]
1990742	methadone Tablet for Oral Suspension [Diskets]
1990743	Diskets Oral Liquid Product
1990744	Diskets Oral Product
1990745	methadone hydrochloride 40 MG Tablet for Oral Suspension [Disk
1992288	fentanyl 0.04 MG/ACTUAT
1992290	fentanyl 0.04 MG/ACTUAT [Ionsys]
1992292	fentanyl 0.04 MG/ACTUAT Transdermal System
1992293	fentanyl 0.04 MG/ACTUAT Transdermal System [Ionsys]
1995531	Panlor Reformulated Jan 2018
1995532	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG [Panlor R
1995533	acetaminophen / caffeine / dihydrocodeine Oral Tablet [Panlor Reformulated Jan 20
1995534	Panlor Reformulated Jan 2018 Oral Product
1995535	Panlor Reformulated Jan 2018 Pill
1995536	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartrate 16 MG Oral Tabl
1996182	buprenorphine 200 MG/ML
1996183	buprenorphine Injection
1996184	0.5 ML buprenorphine 200 MG/ML Prefilled Syringe
1996186	buprenorphine 200 MG/ML [Sublocade]
1996187	buprenorphine Prefilled Syringe [Sublocade]
1996188	Sublocade Injectable Product
1996189	0.5 ML buprenorphine 200 MG/ML Prefilled Syringe [Sublocade]
1996190	buprenorphine 200 MG/ML Prefilled Syringe
1996191	buprenorphine 200 MG/ML Prefilled Syringe [Sublocade]
1996192	1.5 ML buprenorphine 200 MG/ML Prefilled Syringe
1996193	1.5 ML buprenorphine 200 MG/ML Prefilled Syringe [Sublocade]
2001623	chlorpheniramine maleate 0.8 MG/ML / codeine phosphate 2.4 MG/ML / phenylephrine
2003122	guaifenesin 360 MG
2003714	1 ML morphine sulfate 2 MG/ML Injection
2003715	morphine sulfate 2 MG/ML Injection
2045496	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG [Nalocet
2045497	acetaminophen / oxycodone Oral Tablet [Nalocet]
2045498	Nalocet Oral Product
2045499	Nalocet Pill
2045500	acetaminophen 300 MG / oxycodone hydrochloride 2.5 MG Oral Tab
2049222	acetaminophen / guaifenesin / phenylephrine Oral Capsule
2049223	acetaminophen 325 MG / guaiFENesin 200 MG / phenylephrine HCl 5 MG Oral Capsule
2055304	morphine sulfate 10 MG/ML [Mitigo]
2055305	morphine Injection [Mitigo]
2055306	Mitigo Injectable Product
2055307	20 ML morphine sulfate 25 MG/ML Injection [Mitigo]
2055308	Mitigo 10 MG/ML Injection
2055310	20 ML morphine sulfate 10 MG/ML Injection [Mitigo]
2055311	morphine sulfate 25 MG/ML [Mitigo]
2055312	Mitigo 25 MG/ML Injection
2056893	chlorpheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML
2058256	buprenorphine 16 MG
2058257	buprenorphine 16 MG / naloxone 4 MG Sublingual Film
2058842	levorphanol tartrate 1 MG
2058843	levorphanol tartrate 1 MG Oral Tablet
2058844	levorphanol tartrate 3 MG
2058845	levorphanol tartrate 3 MG Oral Tablet
2099282	chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG [Tux
2099283	chlorpheniramine / codeine Extended Release Oral Tablet [Tuxar
2099284	Tuxarin Oral Product
2099285	Tuxarin Pill
2099286	12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 M
2099287	chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral T
2101282	acetaminophen 325 MG / dextromethorphan HBr 15 MG / guaiFENesin 200 MG Oral Tablet
2105821	oxycodone hydrochloride 2 MG/ML
2105822	acetaminophen 60 MG/ML / oxycodone hydrochloride 2 MG/ML Oral
2105925	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartr
2105926	acetaminophen / caffeine / dihydrocodeine Oral Tablet [Dvorah]
2105927	Dvorah Oral Product
2105928	Dvorah Pill
2105929	acetaminophen 325 MG / caffeine 30 MG / dihydrocodeine bitartr
2106368	buprenorphine 16 MG / naloxone 4 MG Sublingual Film [Cassipa]
2122758	"Ami-Tex LA, 400 mg-75 mg oral tablet, extended release"
2122799	Crantex 100mg-7.5mg/5ml Solution
2122898	guaifenesin 100 MG / hydrocodone bitartrate 5 MG / phenylephrine HCl 7.5 MG/ML pe
2122899	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122900	"Entex HC (obsolete), 100 mg-5 mg-7.5 mg/5 mL oral syrup"
2122901	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122902	Crantex HC 20 MG/ML / 1 MG/ML / 1.5 MG/ML Oral Solution
2122903	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122904	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122905	AMBI 5/15/100 Solution
2122906	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122907	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122908	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122909	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122910	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2122911	guaifenesin 20 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrine hydrochlori
2166078	Entex PSE 400mg-120mg Extended-Release Capsule
2166082	12 HR guaifenesin 400 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Capsule
2167782	Ambifed-G DM 20mg-400mg-20mg Tablet
2167783	AMBI 40PSE/400GFN/20DM Tablet
2168015	12 HR dextromethorphan hydrobromide 30 MG / guaifenesin 200 MG Extended Release Oral Capsule
2168016	dextromethorphan hydrobromide 30 MG / guaifenesin 200 MG Extended Release Oral Capsule
2168270	1 ML fentanyl 0.05 MG/ML Injection
2170057	12 HR dextromethorphan HBr 50 MG / guaifenesin 400 MG / K+ guaiacolsulfonate 200 MG Extended Release Oral Capsule
2170058	Dextromethorphan Hydrobromide 50 MG / Guaifenesin 400 MG / K+ guaiacolsulfonate 200 MG Extended Release Oral Capsule
2172190	DECONEX DMX 17.5mg-400mg-10mg Tablet
2173658	acetaminophen / dextromethorphan / phenylephrine / triprolidine Oral Liquid Product
2173659	acetaminophen / dextromethorphan / phenylephrine / triprolidine Oral Product
2173660	acetaminophen / dextromethorphan / phenylephrine / triprolidine Oral Solution
2173661	acetaminophen / dextromethorphan / phenylephrine / triprolidine
2173663	acetaminophen / dextromethorphan / triprolidine Oral Liquid Product
2173664	acetaminophen / dextromethorphan / triprolidine Oral Product
2173665	acetaminophen / dextromethorphan / triprolidine Oral Solution
2173666	acetaminophen / dextromethorphan / triprolidine
2173679	chlorpheniramin/DM/guaifenesin 4 mg-20 mg-400 mg ORAL TABLET
2173722	dextromethorphan hydrobromide 1.5 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 1.8 MG/ML Oral Solution
2173726	DEXTROMETHORPHAN 10MG/GUAIFENESIN 200MG TAB
2173729	dextromethorphan HBr 15 MG / guaiFENesin 300 MG Oral Capsule
2173825	dextromethorphan HBr 15 MG / guaifenesin 100 MG / phenylephrine HCl 8.5 MG per 5 ML Oral Solution
2173826	dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral Solution
2173828	dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 5 MG/ML Oral Solution
2173829	"Ambenyl-D, 15 mg-100 mg-30 mg/5 mL oral liquid"
2173830	Coldmist DM 15mg-100mg-45mg/5ml Syrup
2173834	dextromethorphan HBr 15 MG / guaifenesin 200 MG / phenylephrine HCl 10 MG per 5 ML Syrup
2173839	dextromethorphan HBr 3 MG/mL / guaiFENesin 45 MG/mL / phenylephrine HCl 2 MG/mL Oral Solution
2173842	dextromethorphan hydrobromide 3 MG/ML / guaifenesin 45 MG/ML Extended Release Suspension
2173852	DEXTROMETHORPHAN 30MG/GUAIFENESIN 200MG CAP
2173857	dextromethorphan hydrobromide 4 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1.5 MG/ML Oral Solution
2173858	dextromethorphan Hbr 4 MG/mL / guaiFENesin 20 MG/mL / phenylephrine HCl 2 MG/mL Extended Release Suspension
2173927	dextromethorphan hydrobromide 4 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML / pyrilamine maleate 5 MG/ML Oral Solution
2173928	dextromethorphan hydrobromide 4 MG/ML / guaifenesin 40 MG/ML / phenylpropanolamine hydrochloride 4 MG/ML / pyrilamine maleate 1.77 MG/ML Oral
2173929	dextromethorphan hydrobromide 4 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
2173933	dextromethorphan HBr 40 MG / guaiFENesin 400 MG / pseudoephedrine HCl 80 MG Oral Tablet
2173939	dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral Solution
2173943	Deka Cough/Cold Formula Solution
2173947	dexchlorpheniramine maleate 0.2 MG/ML / dextromethorphan hydrobromide 3 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 1 MG/ML Ora
2176265	dextromethorphan / guaifenesin Oral Powder Product
2176266	dextromethorphan / guaifenesin Powder for Oral Solution
2176267	dextromethorphan HBr 20 MG / guaiFENesin 400 MG Powder for Oral Solution
2177911	chlorpheniramine maleate 0.4 MG/mL / dextromethorphan HBr 3 MG/mL / guaiFENesin 20 MG/mL / phenylephrine HCl 1 MG/mL Oral Solution
2177912	chlorpheniramine maleate 0.4 MG/mL / dextromethorphan HBr 3 MG/mL / guaiFENesin 20 MG/mL / phenylephrine HCl 2 MG/mL Oral Solution
2177921	chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 1 MG/ML / guaifenesin 15 MG/ML / phenylephrine hydrochloride 1 MG/ML Oral S
2177922	"Broncopectol, 2 mg-7.5 mg-100 mg-10 mg/5 mL oral syrup"
2178097	chlorpheniramine maleate 0.4 MG/ML / dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / pseudoephedrine hydrochloride 6 MG/ML Oral
2178161	chlorpheniramine maleate 0.8 MG/ML / dextromethorphan hydrobromide 6 MG/ML / guaifenesin 40 MG/ML / phenylephrine hydrochloride 2 MG/ML Oral S
2178929	guaiFENesin 2.1 MG/ML
2178930	acetaminophen / chlorpheniramine / ephedrine / guaifenesin Oral Liquid Product
2178931	acetaminophen / chlorpheniramine / ephedrine / guaifenesin Oral Product
2178932	acetaminophen / chlorpheniramine / ephedrine / guaifenesin Oral Solution
2178933	acetaminophen / chlorpheniramine / ephedrine / guaifenesin
2178935	acetaminophen / ephedrine / guaifenesin Oral Liquid Product
2178936	acetaminophen / ephedrine / guaifenesin Oral Product
2178937	acetaminophen / ephedrine / guaifenesin Oral Solution
2178938	acetaminophen / ephedrine / guaifenesin
2179635	tramadol hydrochloride 100 MG Oral Tablet
2182349	Atuss HC 2mg-2.5mg-10mg/5ml Syrup
2182350	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2182351	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2182352	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2182353	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2182355	chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.65 MG/ML / phenylephrine hydrochloride 1.6 MG/ML Oral Solution [Relasin HC]
2183668	hydrocodone tannate 1 MG/ML
2183669	chlorpheniramine 4 MG / HYDROcodone bitartrate 5 MG in 5 mL Extended Release Susp
2183671	chlorpheniramine tannate 0.8 MG/ML / hydrocodone tannate 1 MG/ML Extended Release Suspension [HyTan]
2199847	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/M
2199850	chlorpheniramine maleate 0.266 MG/ML / codeine phosphate 1 MG/
2199854	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/
2199857	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/
2199887	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML
2199890	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1.8 MG/
2200398	chlorpheniramine maleate 0.25 MG/ML / codeine phosphate 1 MG/M
2200411	chlorpheniramine maleate 0.267 MG/ML / codeine phosphate 1 MG/
2200414	chlorpheniramine maleate 0.286 MG/ML / codeine phosphate 1 MG/
2200419	chlorpheniramine maleate 0.333 MG/ML / codeine phosphate 1 MG/
2200422	chlorpheniramine maleate 0.4 MG/ML / codeine phosphate 1 MG/ML
2200427	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200429	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200513	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200515	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200522	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200524	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200526	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200528	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200530	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200532	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200534	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200536	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200538	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200540	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200542	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200544	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200546	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200548	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200550	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200552	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200554	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200556	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200558	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200560	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200562	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200564	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200566	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200568	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200570	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200572	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200574	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200576	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200578	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2200622	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenyleph
2200626	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200628	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200630	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephri
2200725	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / phenylephrine hydrochloride 4 MG/ML Oral Solution
2200726	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / phenylpropanolamine hydrochloride 1 MG/ML / pseudoephedrine hydrochloride 1 MG/ML
2201561	chlorpheniramine maleate 0.15 MG/ML / codeine phosphate 1 MG/ML / phenylephrine h
2201564	chlorpheniramine maleate 0.15 MG/ML / codeine phosphate 1 MG/ML / phenylephrine h
2201568	chlorpheniramine maleate 0.15 MG/ML / codeine phosphate 1 MG/ML / phenylephrine h
2201571	chlorpheniramine maleate 0.2 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenyleph
2201589	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrat
2201591	chlorpheniramine maleate 0.4 MG/ML / guaifenesin 20 MG/ML / hydrocodone bitartrat
2201599	acetaminophen 500 MG / chlorpheniramine maleate 4 MG / codeine phosphate 20 MG [C
2201602	chlorpheniramine maleate 4 MG / codeine phosphate 10 MG [Cotab A]
2201606	chlorpheniramine maleate 4 MG / codeine phosphate 20 MG [Cotab AX]
2201610	fentanyl Metered Dose Nasal Spray
2201612	fentanyl Metered Dose Nasal Spray [Lazanda]
2201633	butorphanol tartrate 1 MG/ACTUAT
2201634	butorphanol Metered Dose Nasal Spray
2201636	butorphanol tartrate 1 MG/ACTUAT [Stadol]
2201637	butorphanol Metered Dose Nasal Spray [Stadol]
2204721	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML
2204726	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/
2204729	chlorpheniramine maleate 0.2 MG/ML / codeine phosphate 1 MG/ML
2204732	chlorpheniramine maleate 0.222 MG/ML / codeine phosphate 1 MG/
2204735	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
2204737	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
2204742	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
2204745	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
2204747	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephe
2204750	brompheniramine maleate 1.2 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
2204755	brompheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
2204757	brompheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephr
2204761	brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hyd
2204763	brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hyd
2204766	brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML / phenylephrine hyd
2204770	brompheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 1 MG/ML / phenylephrin
2205751	chlorpheniramine maleate 4 MG / guaifenesin 300 MG / phenylephrine hydrochloride 20 MG Extended Release Oral Tablet
2205752	chlorpheniramine maleate 8 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 120 MG Extended Release Oral Capsule
2205753	chlorpheniramine maleate 8 MG / guaifenesin 200 MG / pseudoephedrine hydrochloride 120 MG Oral Tablet
2263875	hydrocodone bitartrate 1 MG/ML / potassium guaiacolsulfonate 60 MG/ML / pseudoeph
2263877	hydrocodone bitartrate 1 MG/ML / potassium guaiacolsulfonate 60 MG/ML / pseudoeph
2263884	hydrocodone bitartrate 1 MG/ML / potassium guaiacolsulfonate 60 MG/ML / pseudoeph
