RXNORM	STR
1359946	naloxone hydrochloride 1 MG/ML Prefilled Syringe
1359948	Demerol 50 MG/ML Cartridge
1359953	Duragesic 0.1 MG/HR Transdermal System
1359977	buprenorphine 0.07 MG/HR Transdermal System
1359980	morphine sulfate 4 MG/ML Prefilled Syringe
1360001	meperidine hydrochloride 10 MG/ML Prefilled Syringe
1360002	hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
1360048	morphine sulfate 2 MG/ML Prefilled Syringe
1360071	Duragesic 0.025 MG/HR Transdermal System
1360093	codeine phosphate 60 MG/ML Prefilled Syringe
1360106	morphine sulfate 15 MG/ML Cartridge
1360119	buprenorphine 0.0525 MG/HR Transdermal System
1360135	naloxone hydrochloride 0.4 MG/ML Prefilled Syringe
1360180	morphine sulfate 10 MG/ML Prefilled Syringe
1360188	Demerol 100 MG/ML Cartridge
1360194	fentanyl 0.075 MG/HR Transdermal System
1360245	Demerol 25 MG/ML Cartridge
1360283	hydromorphone hydrochloride 0.5 MG/ML Prefilled Syringe
1360332	Duragesic 0.012 MG/HR Transdermal System
1360341	fentanyl 0.05 MG/HR Transdermal System
1360364	meperidine HCl 75 mg/mL INJECTION SYRINGE (ML)
1360400	meperidine HCl 100 mg/mL INJECTION SYRINGE (ML)
1360416	codeine phosphate 30 MG/ML Prefilled Syringe
1360440	buprenorphine 0.01 MG/HR Transdermal System [BuTrans]
1360458	buprenorphine 0.02 MG/HR Transdermal System
1360485	meperidine HCl 25 mg/mL INJECTION SYRINGE (ML)
1360489	Duragesic 0.05 MG/HR Transdermal System
1360504	buprenorphine 0.005 MG/HR Transdermal System [BuTrans]
1360516	buprenorphine 0.02 MG/HR Transdermal System [BuTrans]
1366873	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60
1366874	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60
1366875	hydrocodone bitartrate 5 MG / pseudoephedrine hydrochloride 60
1366876	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1366879	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1372265	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1
1372693	Ascomp
1372714	Zodryl DEC
1372725	Zodryl DAC
1372746	Zodryl AC
1372755	Ibudone
1372869	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML [Vituz]
1372870	chlorpheniramine / hydrocodone Oral Solution [Vituz]
1372873	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML Oral Solution [Vituz]
1424295	acetaminophen 325 MG / chlorpheniramine maleate 2 MG / codeine phosphate 8 MG / pseudoephedri
1424298	acetaminophen 500 MG / codeine phosphate 8 MG / pseudoephedrine hydrochloride 30 MG Oral Tabl
1424299	acetaminophen 500 MG / codeine phosphate 9 MG / pseudoephedrine hydrochloride 30 MG Oral Tabl
1424300	codeine phosphate 20 MG / pseudoephedrine hydrochloride 60 MG Oral Tablet
1431074	buprenorphine 1.4 MG
1431075	naloxone 0.36 MG
1431076	buprenorphine 1.4 MG / naloxone 0.36 MG Sublingual Tablet
1431077	Zubsolv
1431078	buprenorphine 1.4 MG / naloxone 0.36 MG [Zubsolv]
1431079	buprenorphine / naloxone Sublingual Tablet [Zubsolv]
1431080	Zubsolv Oral Product
1431081	Zubsolv Pill
1431082	Zubsolv Sublingual Product
1431083	buprenorphine 1.4 MG / naloxone 0.36 MG Sublingual Tablet [Zub
1431099	buprenorphine 2.9 MG
1431100	naloxone 1.4 MG
1431102	buprenorphine 5.7 MG / naloxone 1.4 MG Sublingual Tablet
1431103	buprenorphine 5.7 MG / naloxone 1.4 MG [Zubsolv]
1431104	buprenorphine 5.7 MG / naloxone 1.4 MG Sublingual Tablet [Zubs
1431286	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / cod
1432968	buprenorphine 0.015 MG/HR
1432969	168 HR buprenorphine 0.015 MG/HR Transdermal System
1432970	buprenorphine 0.015 MG/HR [BuTrans]
1432971	168 HR buprenorphine 0.015 MG/HR Transdermal System [BuTrans]
1432972	buprenorphine 0.015 MG/HR Transdermal System
1432973	buprenorphine 0.015 MG/HR Transdermal System [BuTrans]
1433251	0.5 ML hydromorphone hydrochloride 1 MG/ML Prefilled Syringe
1433801	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / cod
1433802	acetaminophen 300 MG / butalbital 50 MG / caffeine 40 MG / cod
1439769	acetaminophen 33.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral Solution
1440003	codeine phosphate 1.8 MG/ML / dexchlorpheniramine maleate 0.2
1442444	acetaminophen 20 MG/ML / hydrocodone bitartrate 0.667 MG/ML [L
1442445	acetaminophen 20 MG/ML / hydrocodone bitartrate 0.667 MG/ML Or
1442521	hydrocodone Extended Release Oral Capsule
1442522	hydrocodone bitartrate 10 MG Extended Release Oral Capsule
1442523	Zohydro
1442524	hydrocodone bitartrate 10 MG [Zohydro]
1442525	hydrocodone Extended Release Oral Capsule [Zohydro]
1442526	Zohydro Oral Product
1442527	Zohydro Pill
1442528	hydrocodone bitartrate 10 MG Extended Release Oral Capsule [Zohydro]
1442529	hydrocodone bitartrate 15 MG
1442530	hydrocodone bitartrate 15 MG Extended Release Oral Capsule
1442531	hydrocodone bitartrate 15 MG [Zohydro]
1442532	hydrocodone bitartrate 15 MG Extended Release Oral Capsule [Zohydro]
1442533	hydrocodone bitartrate 20 MG
1442534	hydrocodone bitartrate 20 MG Extended Release Oral Capsule
1442535	hydrocodone bitartrate 20 MG [Zohydro]
1442536	hydrocodone bitartrate 20 MG Extended Release Oral Capsule [Zohydro]
1442537	hydrocodone bitartrate 30 MG
1442538	hydrocodone bitartrate 30 MG Extended Release Oral Capsule
1442539	hydrocodone bitartrate 30 MG [Zohydro]
1442540	hydrocodone bitartrate 30 MG Extended Release Oral Capsule [Zohydro]
1442541	hydrocodone bitartrate 40 MG
1442542	hydrocodone bitartrate 40 MG Extended Release Oral Capsule
1442543	hydrocodone bitartrate 40 MG [Zohydro]
1442544	hydrocodone bitartrate 40 MG Extended Release Oral Capsule [Zohydro]
1442545	hydrocodone bitartrate 50 MG
1442546	hydrocodone bitartrate 50 MG Extended Release Oral Capsule
1442547	hydrocodone bitartrate 50 MG [Zohydro]
1442548	hydrocodone bitartrate 50 MG Extended Release Oral Capsule [Zohydro]
1442790	1 ML morphine sulfate 5 MG/ML Prefilled Syringe
1483743	naltrexone hydrochloride 50 MG
1483744	NALTREXONE (EQV-REVIA) 50MG TAB
1483745	naltrexone hydrochloride 50 MG [ReVia]
1483746	naltrexone hydrochloride 50 MG Oral Tablet [ReVia]
1483766	naltrexone hydrochloride 50 MG [Depade]
1483767	Depade 50 MG Oral Tablet
1483773	naltrexone hydrochloride 100 MG
1483774	naltrexone HCl 100 MG Oral Tablet
1483775	naltrexone hydrochloride 100 MG [Depade]
1483776	Depade 100 MG Oral Tablet
1483779	naltrexone hydrochloride 25 MG
1483780	naltrexone HCl 25 MG Oral Tablet
1483781	naltrexone hydrochloride 25 MG [Depade]
1483782	Depade 25 MG Oral Tablet
1486248	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydroch
1486249	chlorpheniramine maleate 0.8 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydroch
1486251	Atuss HS (chlorpheniramine maleate 4 MG / hydrocodone bitartrate 5 MG / pseudoephedrine hydro
1487287	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG [Endocet
1487288	acetaminophen 325 MG / oxycodone hydrochloride 2.5 MG Oral Tab
1487610	fentanyl Topical Solution
1487611	fentanyl 50 MG/ML Topical Solution
1487615	Recuvyra Topical Product
1488633	buprenorphine Injectable Suspension
1488634	buprenorphine hydrochloride 1.3 MG/ML Injectable Suspension
1488835	chlorpheniramine polistirex 8 MG / hydrocodone polistirex 10 M
1489775	chlorpheniramine polistirex 1.6 MG/ML / hydrocodone polistirex
1489988	butorphanol 10 MG/ML [Torbugesic]
1489989	butorphanol Injectable Solution [Torbugesic]
1489990	Torbugesic Injectable Product
1489991	butorphanol 10 MG/ML Injectable Solution [Torbugesic]
1491785	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG [Xartemis]
1491787	Xartemis Oral Product
1491788	Xartemis Pill
1491831	acetaminophen / oxycodone Extended Release Oral Tablet
1491832	12 HR acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Extended Release Oral Tablet
1491834	12 HR acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Extended Release Oral Tablet [Xar
1491835	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Extended Release Oral Tablet
1491836	acetaminophen 325 MG / oxycodone hydrochloride 7.5 MG Extended Release Oral Tablet [Xartemis]
1492670	acetaminophen 325 MG / hydrocodone bitartrate 10 MG [Lorcet]
1492671	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Table
1492672	acetaminophen 325 MG / hydrocodone bitartrate 5 MG [Lorcet]
1492673	acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet
1492674	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG [Lorcet]
1492675	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tabl
1495293	0.4 ML naloxone hydrochloride 1 MG/ML Auto-Injector
1495294	Evzio
1495295	naloxone hydrochloride 1 MG/ML [Evzio]
1495297	Evzio Injectable Product
1495298	0.4 ML naloxone hydrochloride 1 MG/ML Auto-Injector [Evzio]
1495299	Evzio 1 MG/ML Auto-Injector
1495471	acetaminophen 325 MG / hydrocodone bitartrate 10 MG [Lortab]
1495472	acetaminophen 325 MG / hydrocodone bitartrate 10 MG Oral Table
1495473	acetaminophen 325 MG / hydrocodone bitartrate 5 MG [Lortab]
1495474	acetaminophen 325 MG / hydrocodone bitartrate 5 MG Oral Tablet
1495475	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG [Lortab]
1495476	acetaminophen 325 MG / hydrocodone bitartrate 7.5 MG Oral Tabl
1534285	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML [Hytussin]
1534286	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534295	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534296	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534297	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
1534298	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
1534299	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534300	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534301	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534307	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
1534308	hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/ML [Iotussin D Liquid]
1534309	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534320	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534321	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534327	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534328	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534329	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534334	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534351	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534358	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534359	hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1 MG/ML [Rhinacon DH]
1534360	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534361	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534362	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534363	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534374	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534375	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534376	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
1534377	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534385	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534393	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534394	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534395	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534396	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1534404	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534406	guaifenesin 40 MG/ML / hydrocodone bitartrate 1 MG/ML / pseudoephedrine hydrochloride 12 MG/M
1534409	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534410	guaifenesin 20 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydrochloride 6 MG/
1534411	guaifenesin 10 MG/ML / hydrocodone bitartrate 0.5 MG/ML / phenylephrine hydrochloride 1.5 MG/
1534412	chlorpheniramine maleate 0.4 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseudoephedrine hydro
1535976	chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine HCl 2 M
1535979	chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.65 MG/ML / phenylephrine hydroc
1535983	chlorpheniramine maleate 0.5 MG/ML / hydrocodone bitartrate 0.7 MG/ML / phenylephrine HCl 1.6
1536456	acetaminophen / codeine Effervescent Oral Tablet
1536457	acetaminophen 500 MG / codeine phosphate 8 MG Effervescent Ora
1536459	acetaminophen 500 MG / codeine phosphate 30 MG Effervescent Or
1537112	acetaminophen 300 MG / oxycodone hydrochloride 5 MG [Primlev]
1537113	acetaminophen / oxycodone Oral Tablet [Primlev]
1537114	Primlev Oral Product
1537115	Primlev Pill
1537116	acetaminophen 300 MG / oxycodone hydrochloride 5 MG Oral Table
1537119	acetaminophen 300 MG / oxycodone hydrochloride 10 MG
1537120	acetaminophen 300 MG / oxycodone hydrochloride 10 MG Oral Tabl
1537121	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG [Primlev
1537122	acetaminophen 300 MG / oxycodone hydrochloride 7.5 MG Oral Tab
1541630	brompheniramine maleate 0.8 MG/ML / codeine phosphate 2 MG/ML
1542386	buprenorphine 12 MG
1542387	naloxone 0.3 MG
1542388	buprenorphine / naloxone Buccal Product
1542389	buprenorphine / naloxone Buccal Film
1542390	buprenorphine 2.1 MG / naloxone 0.3 MG Buccal Film
1542392	buprenorphine 2.1 MG / naloxone 0.3 MG [Bunavail]
1542393	buprenorphine / naloxone Buccal Film [Bunavail]
1542394	Bunavail Buccal Product
1542395	Bunavail Oral Product
1542396	buprenorphine 2.1 MG / naloxone 0.3 MG Buccal Film [Bunavail]
1542518	buprenorphine 6.3 MG
1542976	Verdrocet
1542977	acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG [Verdroce
1542978	acetaminophen / hydrocodone Oral Tablet [Verdrocet]
1542979	Verdrocet Oral Product
1542980	Verdrocet Pill
1542981	acetaminophen 325 MG / hydrocodone bitartrate 2.5 MG Oral Tabl
1542984	hydrocodone bitartrate 10 MG / ibuprofen 200 MG [Xylon]
1542985	hydrocodone / ibuprofen Oral Tablet [Xylon]
1542986	Xylon Oral Product
1542987	Xylon Pill
1542988	hydrocodone bitartrate 10 MG / ibuprofen 200 MG Oral Tablet [X
1542996	buprenorphine 0.0075 MG/HR
1542997	168 HR buprenorphine 0.0075 MG/HR Transdermal System
1542998	buprenorphine 0.0075 MG/HR [BuTrans]
1542999	168 HR buprenorphine 0.0075 MG/HR Transdermal System [BuTrans]
1543000	buprenorphine 0.0075 MG/HR Transdermal System
1543001	buprenorphine 0.0075 MG/HR Transdermal System [BuTrans]
1544849	buprenorphine 0.15 MG
1544850	naloxone 0.7 MG
1544851	buprenorphine 4.2 MG / naloxone 0.7 MG Buccal Film
1544852	buprenorphine 4.2 MG / naloxone 0.7 MG [Bunavail]
1544853	buprenorphine 4.2 MG / naloxone 0.7 MG Buccal Film [Bunavail]
1544854	buprenorphine 6.3 MG / naloxone 1 MG Buccal Film
1544855	buprenorphine 6.3 MG / naloxone 1 MG [Bunavail]
1544856	buprenorphine 6.3 MG / naloxone 1 MG Buccal Film [Bunavail]
1545899	naloxone / oxycodone Oral Product
1545901	naloxone / oxycodone Extended Release Oral Tablet
1545903	12 HR naloxone hydrochloride 10 MG / oxycodone hydrochloride 20 MG Extended Release Oral Tabl
1545904	naloxone hydrochloride 10 MG / oxycodone hydrochloride 20 MG Extended Release Oral Tablet
1545907	12 HR naloxone hydrochloride 20 MG / oxycodone hydrochloride 40 MG Extended Release Oral Tabl
1545908	naloxone hydrochloride 20 MG / oxycodone hydrochloride 40 MG Extended Release Oral Tablet
1545910	12 HR naloxone hydrochloride 5 MG / oxycodone hydrochloride 10 MG Extended Release Oral Table
1545911	naloxone hydrochloride 5 MG / oxycodone hydrochloride 10 MG Extended Release Oral Tablet
1546085	naloxone hydrochloride 5 MG / oxycodone hydrochloride 10 MG [Targiniq]
1546089	12 HR naloxone hydrochloride 5 MG / oxycodone hydrochloride 10 MG Extended Release Oral Table
1546090	naloxone hydrochloride 5 MG / oxycodone hydrochloride 10 MG Extended Release Oral Tablet [Tar
1547606	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1547607	codeine phosphate 2 MG/ML / guaifenesin 20 MG/ML / pseudoephed
1551462	bupropion hydrochloride 90 MG
1551463	naltrexone hydrochloride 8 MG
1551464	bupropion / naltrexone Oral Product
1551465	bupropion / naltrexone Pill
1551466	bupropion / naltrexone Extended Release Oral Tablet
1551468	12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tab
1551469	Contrave
1551470	bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG
1551471	bupropion / naltrexone Extended Release Oral Tablet [Contrave]
1551472	Contrave Oral Product
1551473	Contrave Pill
1551474	12 HR bupropion hydrochloride 90 MG / naltrexone hydrochloride
1551475	bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet
1551476	bupropion hydrochloride 90 MG / naltrexone hydrochloride 8 MG Extended Release Oral Tablet [C
1594649	buprenorphine 1.8 MG/ML
1594650	buprenorphine 1.8 MG/ML (as buprenorphine hydrochloride 1.94 MG/ML) Injectable Solution
1594652	buprenorphine 1.8 MG/ML [Simbadol]
1594653	buprenorphine Injectable Solution [Simbadol]
1594655	buprenorphine 1.8 MG/ML Injectable Solution [Simbadol]
1595210	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML [Ninjacof X
1595211	codeine / guaifenesin Oral Solution [Ninjacof XG]
1595212	Ninjacof XG Oral Liquid Product
1595213	Ninjacof XG Oral Product
1595214	codeine phosphate 1.6 MG/ML / guaifenesin 40 MG/ML Oral Soluti
1595729	hydrocodone Extended Release Oral Tablet
1595730	Abuse-Deterrent 24 HR hydrocodone bitartrate 20 MG Extended Re
1595733	hydrocodone Extended Release Oral Tablet [Hysingla]
1595734	Hysingla Oral Product
1595735	Hysingla Pill
1595736	Abuse-Deterrent 24 HR hydrocodone bitartrate 20 MG Extended Re
1595740	Abuse-Deterrent 24 HR hydrocodone bitartrate 30 MG Extended Re
1595742	Abuse-Deterrent 24 HR hydrocodone bitartrate 30 MG Extended Re
1595746	Abuse-Deterrent 24 HR hydrocodone bitartrate 40 MG Extended Re
1595748	Abuse-Deterrent 24 HR hydrocodone bitartrate 40 MG Extended Re
1595752	Abuse-Deterrent 24 HR hydrocodone bitartrate 60 MG Extended Re
1595754	Abuse-Deterrent 24 HR hydrocodone bitartrate 60 MG Extended Re
1595758	Abuse-Deterrent 24 HR hydrocodone bitartrate 80 MG Extended Re
1595760	Abuse-Deterrent 24 HR hydrocodone bitartrate 80 MG Extended Re
1595764	Abuse-Deterrent 24 HR hydrocodone bitartrate 100 MG Extended R
1595766	Abuse-Deterrent 24 HR hydrocodone bitartrate 100 MG Extended R
1595770	Abuse-Deterrent 24 HR hydrocodone bitartrate 120 MG Extended R
1595772	Abuse-Deterrent 24 HR hydrocodone bitartrate 120 MG Extended R
1596108	acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitar
1597136	acetaminophen 320.5 MG / caffeine 30 MG / dihydrocodeine bitar
1597566	buprenorphine 11.4 MG
1597567	naloxone 2.9 MG
1597568	buprenorphine 11.4 MG / naloxone 2.9 MG Sublingual Tablet
1597569	buprenorphine 11.4 MG / naloxone 2.9 MG [Zubsolv]
1597570	buprenorphine 11.4 MG / naloxone 2.9 MG Sublingual Tablet [Zub
1597571	buprenorphine 8.6 MG
1597572	naloxone 2.1 MG
1597573	buprenorphine 8.6 MG / naloxone 2.1 MG Sublingual Tablet
1597574	buprenorphine 8.6 MG / naloxone 2.1 MG [Zubsolv]
1597575	buprenorphine 8.6 MG / naloxone 2.1 MG Sublingual Tablet [Zubs
1598280	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Obred
1598281	guaifenesin / hydrocodone Oral Solution [Obredon]
1598282	Obredon Oral Liquid Product
1598283	Obredon Oral Product
1598284	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML Oral S
1603494	fentanyl 0.0375 MG/HR
1603495	72 HR fentanyl 0.0375 MG/HR Transdermal System
1603496	fentanyl 0.0375 MG/HR Transdermal System
1603497	fentanyl 0.0625 MG/HR
1603498	72 HR fentanyl 0.0625 MG/HR Transdermal System
1603499	fentanyl 0.0625 MG/HR Transdermal System
1603500	fentanyl 0.0875 MG/HR
1603501	72 HR fentanyl 0.0875 MG/HR Transdermal System
1603502	fentanyl 0.0875 MG/HR Transdermal System
1650978	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML [Flowtuss]
1650979	guaifenesin / hydrocodone Oral Solution [Flowtuss]
1650982	Flowtuss (hydrocodone bitartrate 2.5 MG / guaifenesin 200 MG) per 5 ML Oral Solution
1651558	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseu
1651561	guaifenesin / hydrocodone / pseudoephedrine Oral Solution [Hyc
1651562	Hycofenix Oral Liquid Product
1651563	Hycofenix Oral Product
1651564	guaifenesin 40 MG/ML / hydrocodone bitartrate 0.5 MG/ML / pseu
1652086	codeine polistirex 4 MG/ML
1652087	12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistir
1652089	chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 M
1652090	chlorpheniramine / codeine Extended Release Suspension [Tuzist
1652091	Tuzistra Oral Liquid Product
1652092	Tuzistra Oral Product
1652093	12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistir
1652094	chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspensio
1652095	chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspensio
1655031	buprenorphine Cartridge
1655032	1 ML buprenorphine 0.3 MG/ML Cartridge
1655033	buprenorphine 0.3 MG/ML Cartridge
1655058	meperidine HCl 150 MG Oral Tablet
1655060	meperidine HCl 75 MG Oral Tablet
1659888	naloxone Auto-Injector
1659890	naloxone Auto-Injector [Evzio]
1659892	naloxone hydrochloride 1 MG/ML Auto-Injector
1659913	naloxone Cartridge
1659915	naloxone hydrochloride 0.4 MG/ML Cartridge
1659928	naloxone Injection
1659929	1 ML naloxone hydrochloride 0.4 MG/ML Injection
1659930	naloxone HCl 0.4 mg/mL INJECTION AMPUL (ML)
1661315	codeine / phenylephrine / triprolidine Oral Liquid Product
1661316	codeine / phenylephrine / triprolidine Oral Product
1661317	codeine / phenylephrine / triprolidine Oral Solution
1661318	codeine / phenylephrine / triprolidine
1661319	codeine phosphate 2 MG/ML / phenylephrine hydrochloride 2 MG/M
1664443	Oxaydo
1664444	oxycodone hydrochloride 5 MG [Oxaydo]
1664445	oxycodone Oral Tablet [Oxaydo]
1664446	Oxaydo Oral Product
1664447	Oxaydo Pill
1664448	oxycodone hydrochloride 5 MG Oral Tablet [Oxaydo]
1664453	codeine phosphate 54.3 MG
1664542	chlorpheniramine / codeine Extended Release Oral Tablet
1664543	12 HR chlorpheniramine maleate 8 MG / codeine phosphate 54.3 M
1664544	chlorpheniramine maleate 8 MG / codeine phosphate 54.3 MG Extended Release Oral Tablet
1664633	oxycodone hydrochloride 7.5 MG [Oxaydo]
1664634	oxycodone hydrochloride 7.5 MG Oral Tablet [Oxaydo]
1665009	meperidine Cartridge
1665011	meperidine Cartridge [Demerol]
1665037	meperidine Injection
1665039	meperidine HCl/PF 25 mg/mL INJECTION AMPUL (ML)
1665041	meperidine HCl/PF 75 mg/mL INJECTION AMPUL (ML)
1665685	1 ML meperidine hydrochloride 100 MG/ML Injection
1665686	meperidine Injection [Demerol]
1665687	1 ML meperidine hydrochloride 100 MG/ML Injection [Demerol]
1665688	meperidine HCl 100 mg/mL INJECTION AMPUL (ML)
1665689	Demerol 100 MG/ML Injection
1665690	1.5 ML meperidine hydrochloride 50 MG/ML Injection
1665691	1.5 ML meperidine hydrochloride 50 MG/ML Injection [Demerol]
1665692	meperidine HCl 50 mg/mL INJECTION AMPUL (ML)
1665693	Demerol 50 MG/ML Injection
1665697	1 ML meperidine hydrochloride 50 MG/ML Injection
1665698	1 ML meperidine hydrochloride 50 MG/ML Injection [Demerol]
1665699	0.5 ML meperidine hydrochloride 50 MG/ML Injection
1665700	0.5 ML meperidine hydrochloride 50 MG/ML Injection [Demerol]
1665701	2 ML meperidine hydrochloride 50 MG/ML Injection
1665702	2 ML meperidine hydrochloride 50 MG/ML Injection [Demerol]
1666336	buprenorphine 4.2 MG
1666337	naloxone 0.71 MG
1666338	buprenorphine 2.9 MG / naloxone 0.71 MG Sublingual Tablet
1666384	buprenorphine 2.9 MG / naloxone 0.71 MG [Zubsolv]
